clause_id,service_name,document_type,section_heading,clause_text_original,clause_text_clean,source_url,risk_level,risk_score,risk_categories,evidence_text,matched_rule_ids,label_method,label_confidence,needs_review,matched_tosdr_title,matched_tosdr_classification,matched_tosdr_topic_id,match_similarity,split,weak_label_notice
d992c0853b9e42ed,Google,privacy_policy,We use data to build better services,We use the information that we collect from all our services for the following purposes:,We use the information that we collect from all our services for the following purposes:,https://google.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0832,train,AI-assisted weak label; requires human review before use as gold data
13a730b85381ca3b,TikTok,privacy_policy,Introduction,"This privacy policy (""Privacy Policy"") applies to the personal information that TikTok processes in connection with TikTok apps, websites, software and related services (the “Platform”), that link to or reference this Privacy Policy. Data Controller: If you live in the European Economic Area (“EEA”), the United Kingdom (“UK”), or Switzerland, TikTok Technology Limited, an Irish company (“TikTok Ireland”), and TikTok Information Technologies UK Limited (“TikTok UK”), a UK company, (""TikTok,"" ""our,"" ""we,"" or ""us"") are the joint controllers of your information processed in connection with this Privacy Policy.","This privacy policy (""Privacy Policy"") applies to the personal information that TikTok processes in connection with TikTok apps, websites, software and related services (the “Platform”), that link to or reference this Privacy Policy. Data Controller: If you live in the European Economic Area (“EEA”), the United Kingdom (“UK”), or Switzerland, TikTok Technology Limited, an Irish company (“TikTok Ireland”), and TikTok Information Technologies UK Limited (“TikTok UK”), a UK company, (""TikTok,"" ""our,"" ""we,"" or ""us"") are the joint controllers of your information processed in connection with this Privacy Policy.",https://tiktok.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0706,train,AI-assisted weak label; requires human review before use as gold data
6b67b2ab35bd93ea,Pinterest,privacy_policy,Information categories used,Account information (excluding race or ethnicity),Account information (excluding race or ethnicity),https://pinterest.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0581,train,AI-assisted weak label; requires human review before use as gold data
3b063c26dc869975,Google,privacy_policy,Legal bases of processing,We process your data when we have a legal obligation to do so.,We process your data when we have a legal obligation to do so.,https://google.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0756,train,AI-assisted weak label; requires human review before use as gold data
bb69a1f21a0066d2,Netflix,privacy_policy,How We Use Your Personal Information,"For safety, security, and fraud prevention: When you play Netflix games with text or voice chat, or user-generated content features, we use the following categories of personal information for safety, security and fraud prevention including to secure our systems, protect our business, and to investigate, prevent, and detect prohibited or illegal activities and other security/technical issues: personal details, payment details, Netflix account/profile information, usage information, advertising information, device and network information, and communications. We and our Service Providers may monitor and/or record text and voice chat during your use of those features (but do not have the obligation to do so) for the preceding reasons, including to enforce the Netflix Games Community Guidelines (help.netflix.com/legal/gamescommunityguidelines).","For safety, security, and fraud prevention: When you play Netflix games with text or voice chat, or user-generated content features, we use the following categories of personal information for safety, security and fraud prevention including to secure our systems, protect our business, and to investigate, prevent, and detect prohibited or illegal activities and other security/technical issues: personal details, payment details, Netflix account/profile information, usage information, advertising information, device and network information, and communications. We and our Service Providers may monitor and/or record text and voice chat during your use of those features (but do not have the obligation to do so) for the preceding reasons, including to enforce the Netflix Games Community Guidelines (help.netflix.com/legal/gamescommunityguidelines).",https://netflix.com,Medium,60,tracking_profiling,profile,R003,explainable_rules,0.65,False,,,,0.0674,train,AI-assisted weak label; requires human review before use as gold data
238ce6ddf74053ea,YouTube,terms_of_service,About Software in the Service,"Open Source Some software used in our Service may be offered under an open source license that we make available to you. There may be provisions in an open source license that expressly override some of these terms, so please be sure to read those licenses.","Open Source Some software used in our Service may be offered under an open source license that we make available to you. There may be provisions in an open source license that expressly override some of these terms, so please be sure to read those licenses.",https://youtube.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0713,train,AI-assisted weak label; requires human review before use as gold data
7a69ea252d2e7f17,Google,privacy_policy,Unique identifiers,"On other platforms besides browsers, unique identifiers are used to recognise a specific device or app on that device. For example, a unique identifier such as the Advertising ID is used to provide relevant advertising on Android devices, and can be managed in your device’s settings. Unique identifiers may also be incorporated into a device by its manufacturer (sometimes called a universally unique ID or UUID), such as the IMEI-number of a mobile phone. For example, a device’s unique identifier can be used to customise our service to your device or analyse device issues related to our services.","On other platforms besides browsers, unique identifiers are used to recognise a specific device or app on that device. For example, a unique identifier such as the Advertising ID is used to provide relevant advertising on Android devices, and can be managed in your device’s settings. Unique identifiers may also be incorporated into a device by its manufacturer (sometimes called a universally unique ID or UUID), such as the IMEI-number of a mobile phone. For example, a device’s unique identifier can be used to customise our service to your device or analyse device issues related to our services.",https://google.com,Medium,60,tracking_profiling,Advertising ID,R003,explainable_rules,0.65,False,,,,0.0518,train,AI-assisted weak label; requires human review before use as gold data
87395d91e438c888,PayPal,privacy_policy,How We Use Personal Information,"Create an account connection between your account and a third-party account or platform. We may use Personal Information to connect with a third-party account, such as your social network account to facilitate payment transactions or a financial institution when you link an account to PayPal or link your PayPal account to another financial institution, directly or through the use of an aggregator.","Create an account connection between your account and a third-party account or platform. We may use Personal Information to connect with a third-party account, such as your social network account to facilitate payment transactions or a financial institution when you link an account to PayPal or link your PayPal account to another financial institution, directly or through the use of an aggregator.",https://paypal.com,Medium,60,third_party_sharing,third-party account or platform. We may use Personal Information,R001,explainable_rules,0.65,False,,,,0.1709,train,AI-assisted weak label; requires human review before use as gold data
7f6774ccf1b30a7b,Google,privacy_policy,Legal bases of processing,"Or using information that's publicly available online or from other public sources to help train Google's AI models and build products and features using these foundational technologies, like Google Translate, Gemini Apps and Cloud AI capabilities.<br> Provide, maintain and improve services to meet the needs of our users.","Or using information that's publicly available online or from other public sources to help train Google's AI models and build products and features using these foundational technologies, like Google Translate, Gemini Apps and Cloud AI capabilities.<br> Provide, maintain and improve services to meet the needs of our users.",https://google.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0484,train,AI-assisted weak label; requires human review before use as gold data
2a2a4b78355fe9a4,TikTok,privacy_policy,Information You Provide,"User Content. We collect the content you create, import, upload or publish through the Platform, such as photographs, videos, audio recordings, livestreams, comments, hashtags, feedback, reviews, and the associated metadata (such as when, where, and by whom the content was created). Even if you are not a user, information about you may appear in content created or published by users on the Platform. We collect User Content through pre-loading at the time of creation, import, or upload, regardless of whether you choose to save or upload that User Content, for example, to recommend music based on the video. We also collect content (such as text, images, and video) from your device's clipboard if you choose to copy and paste content to or from the Platform or share content between it and a third party platform. In addition, we collect location information (such as tourist attractions, shops, or other points of interest) if you choose to add the location information to your User Content.","User Content. We collect the content you create, import, upload or publish through the Platform, such as photographs, videos, audio recordings, livestreams, comments, hashtags, feedback, reviews, and the associated metadata (such as when, where, and by whom the content was created). Even if you are not a user, information about you may appear in content created or published by users on the Platform. We collect User Content through pre-loading at the time of creation, import, or upload, regardless of whether you choose to save or upload that User Content, for example, to recommend music based on the video. We also collect content (such as text, images, and video) from your device's clipboard if you choose to copy and paste content to or from the Platform or share content between it and a third party platform. In addition, we collect location information (such as tourist attractions, shops, or other points of interest) if you choose to add the location information to your User Content.",https://tiktok.com,Medium,60,third_party_sharing,"third party platform. In addition, we collect location information",R001,explainable_rules,0.65,False,,,,0.0664,train,AI-assisted weak label; requires human review before use as gold data
4822c668d7114ba7,Netflix,privacy_policy,Who We Disclose Personal Information To,"Compliance with law and enforcing the Netflix Terms of Use: We may disclose your personal information as necessary to comply with applicable law, regulation, legal process, or governmental request, and processing necessary to protect against harm to the rights, property or safety of Netflix, its users or the public, as required or permitted by law. We may disclose personal information for the following purpose: to comply with law and enforce the Netflix Terms of Use.","Compliance with law and enforcing the Netflix Terms of Use: We may disclose your personal information as necessary to comply with applicable law, regulation, legal process, or governmental request, and processing necessary to protect against harm to the rights, property or safety of Netflix, its users or the public, as required or permitted by law. We may disclose personal information for the following purpose: to comply with law and enforce the Netflix Terms of Use.",https://netflix.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0863,train,AI-assisted weak label; requires human review before use as gold data
d329e36067cd21af,TikTok,terms_of_service,3. Additional terms that apply if you use certain features,Intellectual Property Policy: This applies to all content on the Platform protected by intellectual property rights.,Intellectual Property Policy: This applies to all content on the Platform protected by intellectual property rights.,https://tiktok.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.044,train,AI-assisted weak label; requires human review before use as gold data
aa40bfd736b0f197,Pinterest,privacy_policy,Information categories used,"Any of the categories of information listed in “We collect information in a few different ways” except for Precise location information (which we don’t collect from users in EEA, Switzerland, or the UK).","Any of the categories of information listed in “We collect information in a few different ways” except for Precise location information (which we don’t collect from users in EEA, Switzerland, or the UK).",https://pinterest.com,Medium,60,personal_data_collection,collect information in a few different ways” except for Precise location,R013,explainable_rules,0.65,False,,,,0.1319,train,AI-assisted weak label; requires human review before use as gold data
03fee66abfac0f47,Google,privacy_policy,Data controller,"Google LLC for users of Google services based in the United Kingdom, located at 1600 Amphitheatre Parkway, Mountain View, California 94043, USA.","Google LLC for users of Google services based in the United Kingdom, located at 1600 Amphitheatre Parkway, Mountain View, California 94043, USA.",https://google.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0438,train,AI-assisted weak label; requires human review before use as gold data
ee62bb9feab175d9,Discord,terms_of_service,"Last Updated: August 29, 2025","‍IMPORTANT NOTE: The section titled “Settling Disputes Between You and Discord” contains an arbitration clause and class-action waiver that applies to all U.S. or Canada-based Discord users. Please read this section carefully as it may significantly affect your legal rights, including your right to file a lawsuit in court.","‍IMPORTANT NOTE: The section titled “Settling Disputes Between You and Discord” contains an arbitration clause and class-action waiver that applies to all U.S. or Canada-based Discord users. Please read this section carefully as it may significantly affect your legal rights, including your right to file a lawsuit in court.",https://discord.com,High,90,liability_dispute,arbitration clause,R011,explainable_rules,0.75,True,,,,0.1491,train,AI-assisted weak label; requires human review before use as gold data
584c9d6238a9510b,Google,privacy_policy,Go to Personal Info,YouTube settings: Pause and delete your YouTube Search History and your YouTube Watch History.,YouTube settings: Pause and delete your YouTube Search History and your YouTube Watch History.,https://google.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.1266,train,AI-assisted weak label; requires human review before use as gold data
af2c0107ecdb8953,Discord,terms_of_service,More important stuff,Any disclaimer of warranties such as those under the “Services ‘AS IS’” section;,Any disclaimer of warranties such as those under the “Services ‘AS IS’” section;,https://discord.com,Medium,60,liability_dispute,disclaimer,R012,explainable_rules,0.65,False,,,,0.0,train,AI-assisted weak label; requires human review before use as gold data
403bafd55c221b6e,PayPal,privacy_policy,Categories of Personal Information We Collect,"Geolocation data: Such as Global Positioning System (""GPS""), which we may collect with your consent if you have an account for financial Services, and IP-based geolocation data during your user experience or based on your mobile application settings.","Geolocation data: Such as Global Positioning System (""GPS""), which we may collect with your consent if you have an account for financial Services, and IP-based geolocation data during your user experience or based on your mobile application settings.",https://paypal.com,Medium,60,personal_data_collection,collect with your consent if you have an account for financial,R013,explainable_rules,0.65,False,,,,0.0554,train,AI-assisted weak label; requires human review before use as gold data
f3ab01e35c283874,PayPal,privacy_policy,How We Use Personal Information,"Market our Services. We may use Personal Information to provide you with information, news, and market our Services including where we partner with others to offer similar services to market about our Partners and Merchants. We use Personal Information, including when we associate information about you, to better understand and cater to your interests.","Market our Services. We may use Personal Information to provide you with information, news, and market our Services including where we partner with others to offer similar services to market about our Partners and Merchants. We use Personal Information, including when we associate information about you, to better understand and cater to your interests.",https://paypal.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0535,train,AI-assisted weak label; requires human review before use as gold data
6fb20a3d1a9808f4,YouTube,privacy_policy,Retaining your information,"When you delete data, we follow a deletion process to make sure that your data is safely and completely removed from our servers or retained only in anonymized form. We try to ensure that our services protect information from accidental or malicious deletion. Because of this, there may be delays between when you delete something and when copies are deleted from our active and backup systems.","When you delete data, we follow a deletion process to make sure that your data is safely and completely removed from our servers or retained only in anonymized form. We try to ensure that our services protect information from accidental or malicious deletion. Because of this, there may be delays between when you delete something and when copies are deleted from our active and backup systems.",https://youtube.com,High,90,retention_deletion,data is safely and completely removed from our servers or retained,R017,explainable_rules,0.75,True,,,,0.0957,train,AI-assisted weak label; requires human review before use as gold data
f6f7576f420fd1b6,TikTok,terms_of_service,4.6 Your content,"If you think we have made a mistake in removing or restricting access to your content, you can appeal through the functionality provided on the Platform. When you do this we will review our decision and decide again. More information on how to submit an appeal, our complaint handling process and other redress options is set out here (the information on this page forms part of these Terms).","If you think we have made a mistake in removing or restricting access to your content, you can appeal through the functionality provided on the Platform. When you do this we will review our decision and decide again. More information on how to submit an appeal, our complaint handling process and other redress options is set out here (the information on this page forms part of these Terms).",https://tiktok.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0419,train,AI-assisted weak label; requires human review before use as gold data
50567eaf2b2f8446,TikTok,privacy_policy,Automatically Collected Information,"Location Information. We automatically collect information about your approximate location (e.g. country, state, or city) based on your Technical Information (such as SIM card and IP address). Also, where you enable location services for the TikTok app within your device settings, we collect approximate or precise location information from your device. Click here to learn more about how we collect Location Information.","Location Information. We automatically collect information about your approximate location (e.g. country, state, or city) based on your Technical Information (such as SIM card and IP address). Also, where you enable location services for the TikTok app within your device settings, we collect approximate or precise location information from your device. Click here to learn more about how we collect Location Information.",https://tiktok.com,Medium,60,personal_data_collection,collect approximate or precise location,R013,explainable_rules,0.65,False,,,,0.2499,train,AI-assisted weak label; requires human review before use as gold data
02cceea02dffd4cd,Google,privacy_policy,We build security into our services to protect your information,"We offer a range of security features, like Safe Browsing, Security Check-Up and 2 Step Verification to help you protect your account","We offer a range of security features, like Safe Browsing, Security Check-Up and 2 Step Verification to help you protect your account",https://google.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0577,train,AI-assisted weak label; requires human review before use as gold data
c0fcbf5f57cd3ef5,Amazon,privacy_policy,Does Amazon Share Your Personal Information?,"Transactions involving Third Parties: We make available to you services, products, applications, or skills provided by third parties for use on or through Amazon Services. For example, you can order products from third parties through our stores, download applications from third-party application providers from our App Store, and enable third-party skills through our Alexa services. We also offer services or sell product lines jointly with third-party businesses, such as co-branded credit cards. You can tell when a third party is involved in your transactions, and we share customers' personal information related to those transactions with that third party.","Transactions involving Third Parties: We make available to you services, products, applications, or skills provided by third parties for use on or through Amazon Services. For example, you can order products from third parties through our stores, download applications from third-party application providers from our App Store, and enable third-party skills through our Alexa services. We also offer services or sell product lines jointly with third-party businesses, such as co-branded credit cards. You can tell when a third party is involved in your transactions, and we share customers' personal information related to those transactions with that third party.",https://amazon.com,Medium,60,third_party_sharing,"third party is involved in your transactions, and we share customers' personal information",R001,explainable_rules,0.65,False,,,,0.1035,train,AI-assisted weak label; requires human review before use as gold data
82643a92202b8209,Netflix,privacy_policy,How We Use Your Personal Information,"To provide our service including making personalized recommendations for Netflix content that we think will be of interest to you (learn more: netflix.com/recommendations). This may also include personalizing and optimizing the features and functionalities of the service (such as the way in which the recommendations are presented to you), and localizing Netflix content relevant to your geography in compliance with our content partners’ licensing terms. We use the following categories of personal information for this purpose: personal details, Netflix account/profile information, purchase information, usage information, device and network information, and communications.","To provide our service including making personalized recommendations for Netflix content that we think will be of interest to you (learn more: netflix.com/recommendations). This may also include personalizing and optimizing the features and functionalities of the service (such as the way in which the recommendations are presented to you), and localizing Netflix content relevant to your geography in compliance with our content partners’ licensing terms. We use the following categories of personal information for this purpose: personal details, Netflix account/profile information, purchase information, usage information, device and network information, and communications.",https://netflix.com,Medium,60,tracking_profiling,profile,R003,explainable_rules,0.65,False,,,,0.0531,train,AI-assisted weak label; requires human review before use as gold data
4dc0b6f04a873408,X (Twitter),privacy_policy,3. Sharing Information,"With the general public. You are directing us to disclose that information as broadly as possible. X content, including your profile information (e.g., name/pseudonym, username, profile pictures), is available for viewing by the general public. The public does not need to be signed in to view some content on X. They may also find X content off of X: for example, from search query results on Internet search engines or videos downloaded and reshared elsewhere (depending on your settings).","With the general public. You are directing us to disclose that information as broadly as possible. X content, including your profile information (e.g., name/pseudonym, username, profile pictures), is available for viewing by the general public. The public does not need to be signed in to view some content on X. They may also find X content off of X: for example, from search query results on Internet search engines or videos downloaded and reshared elsewhere (depending on your settings).",https://twitter.com,Medium,60,tracking_profiling,profile,R003,explainable_rules,0.65,False,,,,0.0574,train,AI-assisted weak label; requires human review before use as gold data
6047149556874abf,Discord,privacy_policy,For our legitimate business interests,"To report on our company’s performance. We use your information to track the fundamental metrics of our business, to perform financial reporting, to respond to regulatory obligations, and to debug billing issues.","To report on our company’s performance. We use your information to track the fundamental metrics of our business, to perform financial reporting, to respond to regulatory obligations, and to debug billing issues.",https://discord.com,Medium,60,tracking_profiling,track,R003,explainable_rules,0.65,False,,,,0.0701,train,AI-assisted weak label; requires human review before use as gold data
5c1b89de73e16814,TikTok,privacy_policy,Your Consent,"Information used: Information You Provide and Automatically Collected Information,","Information used: Information You Provide and Automatically Collected Information,",https://tiktok.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.2457,train,AI-assisted weak label; requires human review before use as gold data
c38f77c5b6ba48e6,PayPal,privacy_policy,Disclosures for Individuals in Mexico,"| | | | --- | --- | | Primary Purpose | Secondary Purpose | | The primary purpose for processing your Personal are:<br><br> to provide our Services, to fulfil relevant agreements with you and to otherwise administer our business relationship with you. <br> to administer your payment for products and the customer relationship.<br> If you are using Fastlane, we will also use your Personal Data and payment method details to determine whether the payment you are making with a participating Partner or Merchant is authorized by you and likely to be successfully authorized by the payment method you choose to use when you make a purchase using details from your Fastlane profile.<br> to assess your creditworthiness in connection with your application, confirm your identity and your contact information, and protect you and others from fraud.<br> to confirm your identity, also through the use of electronic signature, and verify your personal and contact details.<br> to prove that transactions have been executed.<br> to establish, exercise or defend a legal claim or collection procedure.<br> to comply with internal procedures.<br> to assess which payment options and services to offer you, for example by carrying out internal and external credit assessments.<br> for customer analysis, to administer our Services, and for internal operations, for example troubleshooting, data analysis, testing, research and statistical purposes.<br> to communicate with you in relation to our Services.<br> to ensure that content is presented in the most effective way for you and your device.<br> to determine your eligibility for and to communicate with you about Services for which you may qualify or that may be of interest to you <br> to carry out risk analysis, fraud prevention and risk management (e.g., through Automated Decision Making and AI).<br> to improve our Services and for general business development purposes, for example improving risk models to minimize fraud, develop new products and features and explore new business opportunities.<br> To keep your PayPal account and financial information up to date.<br> for marketing, product and customer analysis, including testing, for example to improve our product range and optimize our customer offerings.<br> to comply with applicable laws, bookkeeping laws, regulatory capital adequacy requirements, and rules issued by our designated banks and relevant card networks.","| | | | --- | --- | | Primary Purpose | Secondary Purpose | | The primary purpose for processing your Personal are:<br><br> to provide our Services, to fulfil relevant agreements with you and to otherwise administer our business relationship with you. <br> to administer your payment for products and the customer relationship.<br> If you are using Fastlane, we will also use your Personal Data and payment method details to determine whether the payment you are making with a participating Partner or Merchant is authorized by you and likely to be successfully authorized by the payment method you choose to use when you make a purchase using details from your Fastlane profile.<br> to assess your creditworthiness in connection with your application, confirm your identity and your contact information, and protect you and others from fraud.<br> to confirm your identity, also through the use of electronic signature, and verify your personal and contact details.<br> to prove that transactions have been executed.<br> to establish, exercise or defend a legal claim or collection procedure.<br> to comply with internal procedures.<br> to assess which payment options and services to offer you, for example by carrying out internal and external credit assessments.<br> for customer analysis, to administer our Services, and for internal operations, for example troubleshooting, data analysis, testing, research and statistical purposes.<br> to communicate with you in relation to our Services.<br> to ensure that content is presented in the most effective way for you and your device.<br> to determine your eligibility for and to communicate with you about Services for which you may qualify or that may be of interest to you <br> to carry out risk analysis, fraud prevention and risk management (e.g., through Automated Decision Making and AI).<br> to improve our Services and for general business development purposes, for example improving risk models to minimize fraud, develop new products and features and explore new business opportunities.<br> To keep your PayPal account and financial information up to date.<br> for marketing, product and customer analysis, including testing, for example to improve our product range and optimize our customer offerings.<br> to comply with applicable laws, bookkeeping laws, regulatory capital adequacy requirements, and rules issued by our designated banks and relevant card networks.",https://paypal.com,Medium,60,tracking_profiling,profile,R003,explainable_rules,0.65,False,,,,0.0789,train,AI-assisted weak label; requires human review before use as gold data
d62aaaf25fe6a850,Netflix,privacy_policy,Section C: Access to Account and Profiles,Profile Transfers: The profile transfer feature on your account allows you and users with access to your account to transfer an eligible profile from your account to a separate account (including information such as viewing history and recommendations). You can change the setting for this feature in the “Account” section of our website. You can learn more here: help.netflix.com/node/122698.,Profile Transfers: The profile transfer feature on your account allows you and users with access to your account to transfer an eligible profile from your account to a separate account (including information such as viewing history and recommendations). You can change the setting for this feature in the “Account” section of our website. You can learn more here: help.netflix.com/node/122698.,https://netflix.com,Medium,60,tracking_profiling,Profile,R003,explainable_rules,0.65,False,,,,0.0454,train,AI-assisted weak label; requires human review before use as gold data
2f35c5d54ce5e534,Instagram,privacy_policy,Providing and improving Meta Products,"The provision of the Meta Products includes collecting, storing, and, where relevant, sharing, profiling, reviewing and curating, and in some instances not only automated processing but also manual (human) reviewing, to:","The provision of the Meta Products includes collecting, storing, and, where relevant, sharing, profiling, reviewing and curating, and in some instances not only automated processing but also manual (human) reviewing, to:",https://instagram.com,Medium,60,tracking_profiling,profiling,R003,explainable_rules,0.65,False,,,,0.0733,train,AI-assisted weak label; requires human review before use as gold data
97bdd7706e5011e4,Pinterest,privacy_policy,How and when we share information,"With our corporate family of companies, including wholly-owned subsidiaries and affiliates. If we were to engage in a merger, acquisition, bankruptcy, dissolution, reorganization, or similar transaction or proceeding that involves the transfer of the information described in this Privacy Policy, we would share your information with a party involved in such a process (for example, a potential purchaser).","With our corporate family of companies, including wholly-owned subsidiaries and affiliates. If we were to engage in a merger, acquisition, bankruptcy, dissolution, reorganization, or similar transaction or proceeding that involves the transfer of the information described in this Privacy Policy, we would share your information with a party involved in such a process (for example, a potential purchaser).",https://pinterest.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0281,train,AI-assisted weak label; requires human review before use as gold data
0dbe062b1d4c923c,Pinterest,privacy_policy,How and when we share information,"Anyone can see the public content you post, such as boards and Pins you create and public profile information you give us. Depending on where you live, we also make this public information available through what are called APIs (a technical way to share information quickly). For example, a partner can study what their most popular Pins are or how their Pins are being shared on Pinterest by using a Pinterest API. We also share the categories of information described above:","Anyone can see the public content you post, such as boards and Pins you create and public profile information you give us. Depending on where you live, we also make this public information available through what are called APIs (a technical way to share information quickly). For example, a partner can study what their most popular Pins are or how their Pins are being shared on Pinterest by using a Pinterest API. We also share the categories of information described above:",https://pinterest.com,Medium,60,tracking_profiling,profile,R003,explainable_rules,0.65,False,,,,0.0797,train,AI-assisted weak label; requires human review before use as gold data
